uid,issue_type,row_position,column,aligned_value,db_test_value,aligned_normalized,db_test_normalized
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,source_link,https://www.waterkant.net/suriname/2025/06/14/douane-nederland-onderschept-4-500-kilogram-cocaine-in-container-met-hout/,https://www.ecuavisa.com/noticias/seguridad/narcotrafico-tena-napo-cocaina-volquete-LD9511940,https://wwwwaterkantnet/suriname/2025/06/14/douane-nederland-onderschept-4-500-kilogram-cocaine-in-container-met-hout/,https://wwwecuavisacom/noticias/seguridad/narcotrafico-tena-napo-cocaina-volquete-ld9511940
4b965945-95a3-45eb-888e-803ce0110113,different_values,415,archived_link,Archived Link - Netherlands,Archived Link - Ecuador,archived link - netherlands,archived link - ecuador
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,date_1,2025-06-14,2025-06-13 00:00:00,2025-06-14,2025-06-13 00:00:00
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,day,14,13,14,13
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,quantity,230.0,4500.0,2300,45000
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,modus_operandi/place_seizure,Land,Container,land,container
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,region,Central America,Europe,central america,europe
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,country,Honduras,Netherlands,honduras,netherlands
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,department/state,Cortés,North Holland,cortés,north holland
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,municipality/port,Omoa,Amsterdam,omoa,amsterdam
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,transit_1_region,Central America,,central america,
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,transit_1_country,Honduras,,honduras,
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,transit_1_department/state,Cortés,,cortés,
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,transit_1_municipality/port,Omoa,,omoa,
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,destination_1_region,,Europe,,europe
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,destination_1_country,,Netherlands,,netherlands
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,destination_1_department/state,,North Holland,,north holland
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,destination_1_municipality/port,,Amsterdam,,amsterdam
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,description,"Un camión que salió de San Pedro sula y se dirigía a Guatemala fue detenido. En su interior hallaron 33 bidones, los cuales presuntamente llevaban líquidos de limpieza, con 230 kilos de cocaína oculta. La droga se encontró en polvo, organizada en bloques ocultos por empaques negros.","La aduana holandesa decomisó 4500 kilos de cocaína en un contenedor con madera proveniente de África Occidental. El contenedor llegó un día antes pero ante algunas irregularidades, decidieron hacer un análisis más exhaustivo tras lo que hallaron la cocaína",un camión que salió de san pedro sula y se dirigía a guatemala fue detenido en su interior hallaron 33 bidones los cuales presuntamente llevaban líquidos de limpieza con 230 kilos de cocaína oculta la droga se encontró en polvo organizada en bloques ocultos por empaques negros,la aduana holandesa decomisó 4500 kilos de cocaína en un contenedor con madera proveniente de áfrica occidental el contenedor llegó un día antes pero ante algunas irregularidades decidieron hacer un análisis más exhaustivo tras lo que hallaron la cocaína
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,source_link,https://tiempo.hn/decomisan-230-kilos-cocaina-escondidos-envases-de-limpieza/,https://www.waterkant.net/suriname/2025/06/14/douane-nederland-onderschept-4-500-kilogram-cocaine-in-container-met-hout/,https://tiempohn/decomisan-230-kilos-cocaina-escondidos-envases-de-limpieza/,https://wwwwaterkantnet/suriname/2025/06/14/douane-nederland-onderschept-4-500-kilogram-cocaine-in-container-met-hout/
d4d28547-5fbd-4399-ab70-b1ea8499cfa6,different_values,416,archived_link,Archived Link - Honduras,Archived Link - Netherlands,archived link - honduras,archived link - netherlands
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,date_1,2025-06-12,2025-06-14 00:00:00,2025-06-12,2025-06-14 00:00:00
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,day,12,14,12,14
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,quantity,31.0,230.0,310,2300
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,region,South America,Central America,south america,central america
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,country,Peru,Honduras,peru,honduras
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,department/state,Satipo,Cortés,satipo,cortés
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,municipality/port,San Martin de Pangoa,Omoa,san martin de pangoa,omoa
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,transit_1_region,,Central America,,central america
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,transit_1_country,,Honduras,,honduras
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,transit_1_department/state,,Cortés,,cortés
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,transit_1_municipality/port,,Omoa,,omoa
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,description,Cuatro personas fueron descubiertas mientras transportaban 31 kilos de cocaína en mochilas.,"Un camión que salió de San Pedro sula y se dirigía a Guatemala fue detenido. En su interior hallaron 33 bidones, los cuales presuntamente llevaban líquidos de limpieza, con 230 kilos de cocaína oculta. La droga se encontró en polvo, organizada en bloques ocultos por empaques negros.",cuatro personas fueron descubiertas mientras transportaban 31 kilos de cocaína en mochilas,un camión que salió de san pedro sula y se dirigía a guatemala fue detenido en su interior hallaron 33 bidones los cuales presuntamente llevaban líquidos de limpieza con 230 kilos de cocaína oculta la droga se encontró en polvo organizada en bloques ocultos por empaques negros
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,source_link,https://www.gob.pe/institucion/mpfn/noticias/1187415-fiscalia-antidrogas-investiga-a-cuatro-personas-que-transportaban-31-kilos-de-cocaina-en-mochilas,https://tiempo.hn/decomisan-230-kilos-cocaina-escondidos-envases-de-limpieza/,https://wwwgobpe/institucion/mpfn/noticias/1187415-fiscalia-antidrogas-investiga-a-cuatro-personas-que-transportaban-31-kilos-de-cocaina-en-mochilas,https://tiempohn/decomisan-230-kilos-cocaina-escondidos-envases-de-limpieza/
3c29a05e-8801-4dcc-acfe-21e9156225ef,different_values,417,archived_link,Archived Link - Peru,Archived Link - Honduras,archived link - peru,archived link - honduras
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,date_1,2025-06-13,2025-06-12 00:00:00,2025-06-13,2025-06-12 00:00:00
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,day,13,12,13,12
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,quantity,85.0,31.0,850,310
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,region,Africa,South America,africa,south america
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,country,Algeria,Peru,algeria,peru
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,department/state,Adrar,Satipo,adrar,satipo
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,municipality/port,,San Martin de Pangoa,,san martin de pangoa
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,description,85 kilos de cocaína fueron decomisados mientras eran transportados en un vehículo de carga.,Cuatro personas fueron descubiertas mientras transportaban 31 kilos de cocaína en mochilas.,85 kilos de cocaína fueron decomisados mientras eran transportados en un vehículo de carga,cuatro personas fueron descubiertas mientras transportaban 31 kilos de cocaína en mochilas
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,source_link,https://observalgerie.com/2025/06/14/faits-divers/algerie-grosse-quantite-de-cocaine-saisie-dans-le-sud-ouest/,https://www.gob.pe/institucion/mpfn/noticias/1187415-fiscalia-antidrogas-investiga-a-cuatro-personas-que-transportaban-31-kilos-de-cocaina-en-mochilas,https://observalgeriecom/2025/06/14/faits-divers/algerie-grosse-quantite-de-cocaine-saisie-dans-le-sud-ouest/,https://wwwgobpe/institucion/mpfn/noticias/1187415-fiscalia-antidrogas-investiga-a-cuatro-personas-que-transportaban-31-kilos-de-cocaina-en-mochilas
73cd3f1c-760a-4874-b36f-a7ac10ef7ada,different_values,418,archived_link,Archived Link - Algeria,Archived Link - Peru,archived link - algeria,archived link - peru
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,date_1,2025-06-13,2025-06-13 00:00:00,2025-06-13,2025-06-13 00:00:00
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,quantity,328.0,85.0,3280,850
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,modus_operandi/place_seizure,Container,Land,container,land
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,region,Europe,Africa,europe,africa
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,country,Belgium,Algeria,belgium,algeria
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,department/state,Amberes,Adrar,amberes,adrar
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,municipality/port,Amberes,,amberes,
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,destination_1_region,Europe,,europe,
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,destination_1_country,Belgium,,belgium,
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,destination_1_municipality/port,Amberes,,amberes,
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,description,328 kilos de cocaína fueron incautados en el puerto de Amberes. La carga provenía de Brasil y contenía Ferrosilicio.,85 kilos de cocaína fueron decomisados mientras eran transportados en un vehículo de carga.,328 kilos de cocaína fueron incautados en el puerto de amberes la carga provenía de brasil y contenía ferrosilicio,85 kilos de cocaína fueron decomisados mientras eran transportados en un vehículo de carga
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,source_link,https://www.portseurope.com/328-kg-of-cocaine-in-container-with-ferrosilicon-seized-in-antwerp-port/,https://observalgerie.com/2025/06/14/faits-divers/algerie-grosse-quantite-de-cocaine-saisie-dans-le-sud-ouest/,https://wwwportseuropecom/328-kg-of-cocaine-in-container-with-ferrosilicon-seized-in-antwerp-port/,https://observalgeriecom/2025/06/14/faits-divers/algerie-grosse-quantite-de-cocaine-saisie-dans-le-sud-ouest/
ca978af3-f51d-4fbc-a807-d0d6815afa56,different_values,419,archived_link,Archived Link - Belgium,Archived Link - Algeria,archived link - belgium,archived link - algeria
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,date_1,2025-06-14,2025-06-13 00:00:00,2025-06-14,2025-06-13 00:00:00
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,day,14,13,14,13
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,quantity,520.0,328.0,5200,3280
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,modus_operandi/place_seizure,Land,Container,land,container
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,region,South America,Europe,south america,europe
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,country,Brazil,Belgium,brazil,belgium
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,department/state,Sao Paulo,Amberes,sao paulo,amberes
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,municipality/port,Mogi das Cruzes,Amberes,mogi das cruzes,amberes
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,transit_1_region,South America,,south america,
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,transit_1_country,Brazil,,brazil,
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,transit_1_department/state,Sao Paulo,,sao paulo,
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,transit_1_municipality/port,Mogi das Cruzes,,mogi das cruzes,
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,destination_1_region,,Europe,,europe
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,destination_1_country,,Belgium,,belgium
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,destination_1_municipality/port,,Amberes,,amberes
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,description,"520 kilos de cocaína fueron incautados a dos personas en el municipio de Mogi das Cruzes, Sao Paulo. La droga era transportada en un vehículo y se cree que podría ir dirigida al puerto de Santos, indicios que han arrojado investigaciones pasadas sobre la misma red criminal.",328 kilos de cocaína fueron incautados en el puerto de Amberes. La carga provenía de Brasil y contenía Ferrosilicio.,520 kilos de cocaína fueron incautados a dos personas en el municipio de mogi das cruzes sao paulo la droga era transportada en un vehículo y se cree que podría ir dirigida al puerto de santos indicios que han arrojado investigaciones pasadas sobre la misma red criminal,328 kilos de cocaína fueron incautados en el puerto de amberes la carga provenía de brasil y contenía ferrosilicio
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,source_link,https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/2025/06/16/dise-de-mogi-das-cruzes-prende-suspeitos-com-meia-tonelada-de-cocaina.ghtml,https://www.portseurope.com/328-kg-of-cocaine-in-container-with-ferrosilicon-seized-in-antwerp-port/,https://g1globocom/sp/mogi-das-cruzes-suzano/noticia/2025/06/16/dise-de-mogi-das-cruzes-prende-suspeitos-com-meia-tonelada-de-cocainaghtml,https://wwwportseuropecom/328-kg-of-cocaine-in-container-with-ferrosilicon-seized-in-antwerp-port/
c2987311-eaae-49e3-aa97-f9a370d3e42c,different_values,420,archived_link,Archived Link - Brazil,Archived Link - Belgium,archived link - brazil,archived link - belgium
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,date_1,2025-06-13,2025-06-14 00:00:00,2025-06-13,2025-06-14 00:00:00
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,day,13,14,13,14
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,quantity,418.0,520.0,4180,5200
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,municipality/port,Rio Claro,Mogi das Cruzes,rio claro,mogi das cruzes
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,transit_1_municipality/port,Rio Claro,Mogi das Cruzes,rio claro,mogi das cruzes
b2b62614-6540-477d-88ea-0ad78d22a284,different_values,421,description,"Un camión fue detenido en el estado de Sao Paulo con 418 kilos de cocaína ocultos en un compartimiento cerca al tanque de combustible. El condictor expresó que partió de Mato Grosso do Sul. Si bien la incautación se dio el viernes, el camión solo pudo ser inspeccionado el lunes tras liberar la carga de alcohol etílico. El conductor fue liberado previamente.","520 kilos de cocaína fueron incautados a dos personas en el municipio de Mogi das Cruzes, Sao Paulo. La droga era transportada en un vehículo y se cree que podría ir dirigida al puerto de Santos, indicios que han arrojado investigaciones pasadas sobre la misma red criminal.",un camión fue detenido en el estado de sao paulo con 418 kilos de cocaína ocultos en un compartimiento cerca al tanque de combustible el condictor expresó que partió de mato grosso do sul si bien la incautación se dio el viernes el camión solo pudo ser inspeccionado el lunes tras liberar la carga de alcohol etílico el conductor fue liberado previamente,520 kilos de cocaína fueron incautados a dos personas en el municipio de mogi das cruzes sao paulo la droga era transportada en un vehículo y se cree que podría ir dirigida al puerto de santos indicios que han arrojado investigaciones pasadas sobre la misma red criminal
